id,collection,dc.contributor.advisor[],dc.contributor.author,dc.contributor.author[],dc.date.accessioned,dc.date.accessioned[],dc.date.available,dc.date.available[],dc.date.issued,dc.date.issued[],dc.date[],dc.description.abstract[],dc.description.abstract[es_MX],dc.description.provenance[en],dc.format[es_MX],dc.identifier.uri,dc.identifier.uri[],dc.language.iso[es_MX],dc.subject[],dc.subject[es_MX],dc.title[es_MX],dc.type[es_MX],dcterms.title[]
b4f3a63a-cbdf-4a56-b9d6-4656c5327934,20.500.11972/136,"Acosta Enríquez, María Elena",,"Cruz Valdez, Gabriel",,2018-09-03T23:19:43Z,,2018-09-03T23:19:43Z,,2016,,"Los instrumentos de medición se definen como aquellas herramientas utilizadas por el investigador con el fin de recolectar información sobre las variables a estudiar. Se identificó que el cuestionario que se ha utilizado en el departamento de Aptitud Física durante más de diez años, con la finalidad de conocer diversos aspectos del estilo de vida en la población universitaria, no ha sido válido y no tiene la confiabilidad necesaria para futuras investigaciones. Para solucionar este problema se obtuvo como resultado un Cuestionario de Estilo de Vida para Estudiantes Universitarios (CEVEU) de 28 preguntas distribuidas en nueve categorías. Concluye en que los resultados obtenidos son favorables para obtener la confiabilidad, validez de contenido y muestra que el instrumento cumple con los criterios requeridos para ser utilizad en investigaciones futuras",Maestría en Salud Pública,"Submitted by Lesly Montalvo (leslymontalvof@hotmail.com) on 2018-09-03T23:19:43Z
No. of bitstreams: 1
Tesis Gabriel Cruz Valdez.pdf: 2039123 bytes, checksum: 009176333303f14d98273d671b613f64 (MD5)||Made available in DSpace on 2018-09-03T23:19:43Z (GMT). No. of bitstreams: 1
Tesis Gabriel Cruz Valdez.pdf: 2039123 bytes, checksum: 009176333303f14d98273d671b613f64 (MD5)
  Previous issue date: 2016",application/pdf,,https://dspace.um.edu.mx/handle/20.500.11972/352,spa,,Estilo de vida - Mediciones||Hábito - Mediciones||Instrumentos de medición,Validación de instrumento para medir hábitos de estilo de vida en estudiantes de la Universidad de Montemorelos,info:eu-repo/semantics/masterThesis,
ea466dee-2b60-43fa-98a8-1b51998e4415,20.500.11972/136,"Muñoz Palomeque, Manuel",,"Tacilla Cortés, Oswaldo",,2018-09-03T23:21:18Z,,2018-09-03T23:21:18Z,,2016,,"La importancia de brindar un servicio de calidad, haciendo sentir al paciente verdaderamente especial y ofreciendo u servicio único son metas que todo hospital debería tener. Por esto, el objetivo principal es buscar el grado de percepción de calidad del servicio médico, de enfermería y de los servicios de apoyo. La investigación concluye con que existe una relación lineal significativa.",Maestría en Salud Pública,"Submitted by Lesly Montalvo (leslymontalvof@hotmail.com) on 2018-09-03T23:21:18Z
No. of bitstreams: 1
Tesis Oswaldo Tacilla Cortes.pdf: 1764151 bytes, checksum: 1b9bff2644c97a3482733ff01976f177 (MD5)||Made available in DSpace on 2018-09-03T23:21:18Z (GMT). No. of bitstreams: 1
Tesis Oswaldo Tacilla Cortes.pdf: 1764151 bytes, checksum: 1b9bff2644c97a3482733ff01976f177 (MD5)
  Previous issue date: 2016",application/pdf,,https://dspace.um.edu.mx/handle/20.500.11972/353,spa,,Lealtad||Atención hospitalaria,Factores predictores de la lealtad validado en pacientes internos del hospital del sureste,info:eu-repo/semantics/masterThesis,
712a859f-c13e-4ee3-aab6-9b954dbf04bc,20.500.11972/136,"Acosta Enríquez, María Elena",,"Gómez Alaniz, Virginia",,2018-09-03T23:24:51Z,,2018-09-03T23:24:51Z,,2018,,"A través del tiempo se ha observado que los procesos de atención al estudiante en el área de consulta externa del HLC, es importante que toda información contenida en cada expediente sea completa asimismo es importante conocer entre la población de estudiantes el tipo y la frecuencia de morbilidad, a fin de identificar los casos de riesgo de desnutrición, sobrepeso, obesidad y otras enfermedades no transmisibles e infecciosas. Los resultados dieron la conclusión que las mujeres y los alumnos (as) externos consultan con mayor regularidad y que las primeras 3 causas principales de consulta ocurren por enfermedades respiratorias, alteraciones del sistema óseo y sistema gastrointestinal.",Maestría en Salud Pública,"Submitted by Lesly Montalvo (leslymontalvof@hotmail.com) on 2018-09-03T23:24:51Z
No. of bitstreams: 1
Tesis Virginia Gómez Alaniz.pdf: 2585568 bytes, checksum: 708b1415c4bb20b2bda6b12b9feb49e6 (MD5)||Made available in DSpace on 2018-09-03T23:24:51Z (GMT). No. of bitstreams: 1
Tesis Virginia Gómez Alaniz.pdf: 2585568 bytes, checksum: 708b1415c4bb20b2bda6b12b9feb49e6 (MD5)
  Previous issue date: 2018",application/pdf,,https://dspace.um.edu.mx/handle/20.500.11972/355,spa,,Estudiantes universitarios||Atención hospitalaria||Morbilidad,"Procesos de atención para estudiantes de la UM en servicios de consulta externa del HLC, frecuencia de morbilidad y relación con el IMC",info:eu-repo/semantics/masterThesis,
999ecf22-502b-4931-9b69-b52fb36e686c,20.500.11972/136,"Jiménez Ortiz, José Leonardo",,"Calderón Porras, Alma Nidia",,2019-05-20T22:39:40Z,,2019-05-20T22:39:40Z,,2019,,"Esta investigación es no experimental, cuantitativa, descriptiva, transversal y explicativa.
Participaron 41 infantes, 16 mujeres y 25 varones con edades de 1 a 12 años que
asistieron al centro de salud de la comunidad de Siltepec. Se examinó a los pacientes a
través de una evaluación intraoral y se evaluó la prevalencia de caries mediante el índice COP-D y ceo-d, la severidad mediante los criterios ICDAS II y una encuesta
sociodemográfica para medir el consumo de azúcares, frutas y el cepillado diario de cada
infante. Los resultados reportaron una alta incidencia del 59% de caries inicial, 28% de
caries avanzada y 13% de caries intermedia. Respecto de los factores asociados, se
encontró el consumo de azúcares en frutas y golosinas, así como factores asociados a la
higiene bucal en el cepillado. Se concluye que la ingesta de azúcares es mayormente por
fruta asociada con una higiene diaria; se observó un porcentaje mínimo de caries avanzada
por el bajo consumo de azúcares refinados debido a que la dieta está basada en frutas y
verduras.",Maestría en Salud Pública,"Submitted by Nestor Ramírez (neraz@um.edu.mx) on 2019-05-20T22:39:39Z
No. of bitstreams: 1
Tesis Alma Calderón.pdf: 918187 bytes, checksum: 54d2205b6cfad425009c04b1b51e72ef (MD5)||Made available in DSpace on 2019-05-20T22:39:40Z (GMT). No. of bitstreams: 1
Tesis Alma Calderón.pdf: 918187 bytes, checksum: 54d2205b6cfad425009c04b1b51e72ef (MD5)
  Previous issue date: 2019",application/pdf,,https://dspace.um.edu.mx/handle/20.500.11972/1051,spa,Enfermedades de los dientes,Odontología preventiva,"Prevalencia de caries dental en infantes de comunidades indígenas de Chiapas, México",info:eu-repo/semantics/masterThesis,
45645128-d509-49c5-839f-8457d54261d9,20.500.11972/136,"Carpintero, Abel",,"Puchoc Esteban, Carmen María",,2018-08-28T22:21:36Z,,2018-08-28T22:21:36Z,,1996,,"El propósito de esta investigación es confirmar si hay diferencia de conocimiento de lactancia materna y métodos utilizados para su promoción entre el personal de salud, y valorar los conocimientos sobre lactancia materna del personal de salud en diferentes instituciones. Como conclusión se muestra que los conocimientos de lactancia materna varían de acuerdo a la profesión del personal de salud, así como también la frecuencia de impartir orientación a las madres acerca de la importancia de la lactancia.",Maestría en Salud Pública,"Submitted by Lesly Montalvo (leslymontalvof@hotmail.com) on 2018-08-28T22:21:36Z
No. of bitstreams: 1
Tesis Carmen Maria  Puchoc Esteban.pdf: 63882129 bytes, checksum: 9076f882a3c2ed6f6686c8054a965ac9 (MD5)||Made available in DSpace on 2018-08-28T22:21:36Z (GMT). No. of bitstreams: 1
Tesis Carmen Maria  Puchoc Esteban.pdf: 63882129 bytes, checksum: 9076f882a3c2ed6f6686c8054a965ac9 (MD5)
  Previous issue date: 1996",application/pdf,,https://dspace.um.edu.mx/handle/20.500.11972/210,spa,,Lactancia materna||Niños lactantes - Nutrición||Leche materna,Diferencia de conocimiento sobre lactancia materna y su promoción entre el personal de salud en cinco municipios del estado de Nuevo León,info:eu-repo/semantics/doctoralThesis,
05e522d6-a101-448c-82c4-6686ed79c71d,20.500.11972/136,"Goley, John",,"Valle López, Elma Ludivina del",,2018-08-27T21:39:45Z,,2018-08-27T21:39:45Z,,1994,,"El sanatorio debe ser una institución en el mundo para llevar a cabo grandes reformas y corregir hábitos equivocados de vida. Esta investigación nos mostró el resultado del análisis del Hospital y Sanatorio Montemorelos, el cual es que reúne los requisitos que debe tener una Institución médica adventista, el paciente queda satisfecho por el servicio recibido, su tecnología va de acuerdo a los avances del tiempo en que vivimos, etc.",Maestría en Salud Pública,"Submitted by Nestor Ramírez (neraz@um.edu.mx) on 2018-08-27T21:39:45Z
No. of bitstreams: 1
Tesis Elma Ludivina Del Valle Lopez.pdf: 27304545 bytes, checksum: 1ee72b3c15cd1052645ae8d7b40c0cbc (MD5)||Made available in DSpace on 2018-08-27T21:39:45Z (GMT). No. of bitstreams: 1
Tesis Elma Ludivina Del Valle Lopez.pdf: 27304545 bytes, checksum: 1ee72b3c15cd1052645ae8d7b40c0cbc (MD5)
  Previous issue date: 1994",application/pdf,,https://dspace.um.edu.mx/handle/20.500.11972/157,spa,,Hospitales||México||Adventistas del Séptimo Día - Hospitales,Evaluación de los pacientes sobre la calidad y filosofía del Hospital y Sanatorio Montemorelos,info:eu-repo/semantics/masterThesis,
d0d87056-8acd-4eea-a843-e563cfd57f2e,20.500.11972/1301,"Gil Santamaria, Alejandro||Aviles Alatriste, Gener||Gonzalez Mejía, Verenice||Rodriguez, Jaime||Medina Toro, Francys",,"Hernández González, Estelita||Zegarra Hernández, Ted Isaac||Castillo Pérez, Glory Yoani",,2021-04-06T16:02:30Z,,2021-04-06T16:02:30Z,,2017,,,Trabajo de investigación - Médico Cirujano,"Submitted by Adriana Leuro (aleuro74@uan.edu.co) on 2021-04-06T16:02:30Z
No. of bitstreams: 1
Diferencias en la deserción escolar, dependiendo de su endeudamiento financiero en los alumnos de primer año de la carrera de medicina de la Universidad de Montemorelos.pdf: 449639 bytes, checksum: d7988b98b4c0128ff698537b3c481984 (MD5)||Made available in DSpace on 2021-04-06T16:02:30Z (GMT). No. of bitstreams: 1
Diferencias en la deserción escolar, dependiendo de su endeudamiento financiero en los alumnos de primer año de la carrera de medicina de la Universidad de Montemorelos.pdf: 449639 bytes, checksum: d7988b98b4c0128ff698537b3c481984 (MD5)
  Previous issue date: 2017",application/pdf,,https://dspace.um.edu.mx/handle/20.500.11972/1306,spa,Deserción universitaria – Montemorelos||Autofinanciamiento||Deuda,Estudiantes de medicina – Finanzas,"Diferencias en la deserción escolar, dependiendo de su endeudamiento financiero en los alumnos de primer año de la carrera de medicina de la Universidad de Montemorelos",info:eu-repo/semantics/bachelorThesis,
31db75d4-2e5c-4096-9d83-1f76e0d7788a,20.500.11972/1301,"González Mejía, Verenice||Francisco Cabral Amador",,"Gómez Chávez, Laura Shadai",,2021-04-06T15:49:43Z,,2021-04-06T15:49:43Z,,2017,,,Trabajo de investigación - Médico Cirujano,"Submitted by Adriana Leuro (aleuro74@uan.edu.co) on 2021-04-06T15:49:43Z
No. of bitstreams: 1
Asociación entre factores de estilo de vida y comportamiento de Na, K, Cl y CK como marcadores de deshidratación y_o rabdomiólisis, en estudiantes de la Universidad de Montemorelos, enero - mayo 2017..pdf: 542602 bytes, checksum: efa1080320c02609c8fa81ec9eda3851 (MD5)||Made available in DSpace on 2021-04-06T15:49:43Z (GMT). No. of bitstreams: 1
Asociación entre factores de estilo de vida y comportamiento de Na, K, Cl y CK como marcadores de deshidratación y_o rabdomiólisis, en estudiantes de la Universidad de Montemorelos, enero - mayo 2017..pdf: 542602 bytes, checksum: efa1080320c02609c8fa81ec9eda3851 (MD5)
  Previous issue date: 2017",application/pdf,,https://dspace.um.edu.mx/handle/20.500.11972/1304,spa,Deshidratación,Estilo de vida – Estudiantes Universitarios – Montemorelos – 2017,"Asociación entre factores de estilo de vida y comportamiento de Na, K, Cl y CK como marcadores de deshidratación y/o rabdomiólisis, en estudiantes de la Universidad de Montemorelos, enero - mayo 2017",info:eu-repo/semantics/bachelorThesis,
49e7675b-0ce6-4aa8-a52c-c9a7529e3bff,20.500.11972/1301,"Florián Ruiz, Ricardo Elio||González Mejía, Verenice||Cabral Amador, Francisco",,"Rueda, Gustavo Rafael",,2021-04-06T15:53:55Z,,2021-04-06T15:53:55Z,,2017,,,Trabajo de investigación - Médico Cirujano,"Submitted by Adriana Leuro (aleuro74@uan.edu.co) on 2021-04-06T15:53:55Z
No. of bitstreams: 1
Características epidemiológicas, clínicas, tratamiento y pronóstico de los pacientes con síndrome coronario agudo en Hospital La Carlota..pdf: 232440 bytes, checksum: a1194c00fab7bd349f5293de8ef53303 (MD5)||Made available in DSpace on 2021-04-06T15:53:55Z (GMT). No. of bitstreams: 1
Características epidemiológicas, clínicas, tratamiento y pronóstico de los pacientes con síndrome coronario agudo en Hospital La Carlota..pdf: 232440 bytes, checksum: a1194c00fab7bd349f5293de8ef53303 (MD5)
  Previous issue date: 2017",application/pdf,,https://dspace.um.edu.mx/handle/20.500.11972/1305,spa,,Síndrome Coronario Agudo – Tratamiento,"Características epidemiológicas, clínicas, tratamiento y pronóstico de los pacientes con síndrome coronario agudo en Hospital La Carlota",info:eu-repo/semantics/bachelorThesis,
7d2c2e82-ead3-4d3f-99e0-380a23c54e47,20.500.11972/1301,"González Mejía, Verenice||Rodríguez Gómez, Jaime||Medina Toro, Francys",,"García Gómez, Juan Manuel||Chacón Galvis, Daniel José||Gómez Flores, Ever Asael||Vilorio Lemus, Gustavo Edrey||Moreno Charles, Alexandro Sebastián",,2021-04-06T16:16:35Z,,2021-04-06T16:16:35Z,,2017,,,Trabajo de investigación - Médico Cirujano,"Submitted by Adriana Leuro (aleuro74@uan.edu.co) on 2021-04-06T16:16:35Z
No. of bitstreams: 1
Estilos de afrontamiento según los factores estresantes en alumnos de medicina de la Universidad de Montemorelos, curso escolar enero - mayo 2017..pdf: 368405 bytes, checksum: 2645f4fd9a82473898a15aa59baff834 (MD5)||Made available in DSpace on 2021-04-06T16:16:35Z (GMT). No. of bitstreams: 1
Estilos de afrontamiento según los factores estresantes en alumnos de medicina de la Universidad de Montemorelos, curso escolar enero - mayo 2017..pdf: 368405 bytes, checksum: 2645f4fd9a82473898a15aa59baff834 (MD5)
  Previous issue date: 2017",application/pdf,,https://dspace.um.edu.mx/handle/20.500.11972/1308,spa,Estrés (Psicología),Estudiantes de medicina – Universidad de Montemorelos – 2017,"Estilos de afrontamiento según los factores estresantes en alumnos de medicina de la Universidad de Montemorelos, curso escolar enero - mayo 2017",info:eu-repo/semantics/bachelorThesis,
2cf3979e-da2a-4260-8da2-557abe89aac3,20.500.11972/1301,"Avilés Alatriste, Géner José||Francys, Medina Toro||Monárrez, Víctor||González Mejía, Verenice",,"Zamora Cortés, Carmen Luz",,2021-04-06T16:08:34Z,,2021-04-06T16:08:34Z,,2017,,,Trabajo de investigación - Médico Cirujano,"Submitted by Adriana Leuro (aleuro74@uan.edu.co) on 2021-04-06T16:08:34Z
No. of bitstreams: 1
Disposición para ser donador de órganos y nivel de conocimiento del tema en pacientes de una comunidad rural. (1).pdf: 449548 bytes, checksum: 6b914c65fb7d3a66dbec8cf7ac931027 (MD5)||Made available in DSpace on 2021-04-06T16:08:34Z (GMT). No. of bitstreams: 1
Disposición para ser donador de órganos y nivel de conocimiento del tema en pacientes de una comunidad rural. (1).pdf: 449548 bytes, checksum: 6b914c65fb7d3a66dbec8cf7ac931027 (MD5)
  Previous issue date: 2017",application/pdf,,https://dspace.um.edu.mx/handle/20.500.11972/1307,spa,"Donación de órganos, tejidos, etc.","Donación de órganos, tejidos, etc.",Disposición para ser donador de órganos y nivel de conocimiento del tema en pacientes de una comunidad rural,info:eu-repo/semantics/bachelorThesis,
8e55fdfc-a6d9-4d32-8d07-a0abfc58f3f5,20.500.11972/1301,"de la Caridad Acosta, Miriam||Rodríguez, Jaime||González Mejía, Verenice",,"Jiménez Martínez, Ana Laura||Torres González, Sidney||Muñoz Gómez, Esteban Jahaziel",,2021-04-06T16:23:11Z,,2021-04-06T16:23:11Z,,2017,,,Trabajo de investigación - Médico Cirujano,"Submitted by Adriana Leuro (aleuro74@uan.edu.co) on 2021-04-06T16:23:11Z
No. of bitstreams: 1
Estilos de socialización parental como predictor de ideación suicida en estudiantes de preparatoria Ignacio Carrillo Franco, mayo 2017..pdf: 212573 bytes, checksum: 9f4b74265fcca6e7924a84faa30b9561 (MD5)||Made available in DSpace on 2021-04-06T16:23:11Z (GMT). No. of bitstreams: 1
Estilos de socialización parental como predictor de ideación suicida en estudiantes de preparatoria Ignacio Carrillo Franco, mayo 2017..pdf: 212573 bytes, checksum: 9f4b74265fcca6e7924a84faa30b9561 (MD5)
  Previous issue date: 2017",application/pdf,,https://dspace.um.edu.mx/handle/20.500.11972/1309,spa,Juventud – Conducta suicida,Padres y adolescentes,"Estilos de socialización parental como predictor de ideación suicida en estudiantes de preparatoria Ignacio Carrillo Franco, mayo 2017",info:eu-repo/semantics/bachelorThesis,
cdae5a40-9490-4847-a058-fe3ce7ae7216,20.500.11972/1301,"Gonzalez Mejía, Verenice||Jiménez Martínez, Ana Laura",,"Cáceres Colquehuanca, Jakeline",,2021-04-06T16:48:28Z,,2021-04-06T16:48:28Z,,2017,,,Trabajo de investigación - Médico Cirujano,"Submitted by Adriana Leuro (aleuro74@uan.edu.co) on 2021-04-06T16:48:28Z
No. of bitstreams: 1
Primeras 10 causas de morbi-mortalidad en el Estado de Nayarit, México. Recomendaciones previas a una Brigada Médico-Asistencial..pdf: 395848 bytes, checksum: 33825ddfede8cf6ef090d1d41879ae23 (MD5)||Made available in DSpace on 2021-04-06T16:48:28Z (GMT). No. of bitstreams: 1
Primeras 10 causas de morbi-mortalidad en el Estado de Nayarit, México. Recomendaciones previas a una Brigada Médico-Asistencial..pdf: 395848 bytes, checksum: 33825ddfede8cf6ef090d1d41879ae23 (MD5)
  Previous issue date: 2017",application/pdf,,https://dspace.um.edu.mx/handle/20.500.11972/1312,spa,Mortalidad – Nayarit – México||Atención médica colectiva,Morbilidad – Nayarit – México,"Primeras 10 causas de morbi-mortalidad en el estado de Nayarit, México. Recomendaciones previas a brigada médico- asistencial",info:eu-repo/semantics/bachelorThesis,
b22bfa62-0955-4b61-b230-42861708fb6f,20.500.11972/1301,"González Mejía, Verenice||Jiménez Martínez, Ana Laura",,"Prado Rodríguez, Javier David",,2021-04-06T16:39:03Z,,2021-04-06T16:39:03Z,,2016,,,Trabajo de investigación - Médico Cirujano,"Submitted by Adriana Leuro (aleuro74@uan.edu.co) on 2021-04-06T16:39:03Z
No. of bitstreams: 1
Índice de Quetelet y consumo de bebidas de acuerdo a la Jarra del buen beber, en alumnos de Hacienda Guadalupe N.L, diciembre 2016..pdf: 466145 bytes, checksum: 4d1de5768e5b9cd36304993727149cf2 (MD5)||Made available in DSpace on 2021-04-06T16:39:03Z (GMT). No. of bitstreams: 1
Índice de Quetelet y consumo de bebidas de acuerdo a la Jarra del buen beber, en alumnos de Hacienda Guadalupe N.L, diciembre 2016..pdf: 466145 bytes, checksum: 4d1de5768e5b9cd36304993727149cf2 (MD5)
  Previous issue date: 2016",application/pdf,,https://dspace.um.edu.mx/handle/20.500.11972/1310,spa,Obesidad en niños,Índice de Masa Corporal – Niños – Nuevo León – 2016,"Índice de Quetelet y consumo de bebidas de acuerdo a la Jarra del buen beber, en alumnos de Hacienda Guadalupe N.L, diciembre 2016",info:eu-repo/semantics/bachelorThesis,
4e201063-4b7f-4c9c-9e75-2fbf3a76f81f,20.500.11972/1301,"González Mejía, Verenice||Calderón Ríos, Melissa||Loera Aguilar, Enrique",,"Zacarias Marin, Ricardo",,2021-04-06T16:42:25Z,,2021-04-06T16:42:25Z,,2013,,,Trabajo de investigación - Médico Cirujano,"Submitted by Adriana Leuro (aleuro74@uan.edu.co) on 2021-04-06T16:42:25Z
No. of bitstreams: 1
Intervención salubrista complementaria para reducir la morbilidad por Dengue .pdf: 3907000 bytes, checksum: f0b229787bd1fee97306dd2e964a26ac (MD5)||Made available in DSpace on 2021-04-06T16:42:25Z (GMT). No. of bitstreams: 1
Intervención salubrista complementaria para reducir la morbilidad por Dengue .pdf: 3907000 bytes, checksum: f0b229787bd1fee97306dd2e964a26ac (MD5)
  Previous issue date: 2013",application/pdf,,https://dspace.um.edu.mx/handle/20.500.11972/1311,spa,Morbilidad – Montemorelos – Nuevo León – 2012-2013,Dengue – Prevención y control – Montemorelos – Nuevo León – 2012-2013,Intervención salubrista complementaria para reducir la morbilidad por Dengue en el año 2013 en comparación con el año 2012 en Montemorelos Nuevo León,info:eu-repo/semantics/bachelorThesis,
aa234ab7-8543-4b0f-95f5-f59ac461a69b,20.500.11972/1301,"Jiménez Amador, Hazael||Medina Toro, Francys||González Mejía, Verenice||Monarrez, Víctor",,"Aragón Vega, Ariadna Noemí||Quintero Galvis, Gerson David||Hernández Guizar, Gonzalo",,2021-04-06T16:55:52Z,,2021-04-06T16:55:52Z,,2017,,,Trabajo de investigación - Médico Cirujano,"Submitted by Adriana Leuro (aleuro74@uan.edu.co) on 2021-04-06T16:55:52Z
No. of bitstreams: 1
Sospecha clinica de EPOC versus diagnóstico confirmatorio con espirometria.pdf: 339371 bytes, checksum: cf9834ed55522490fa6b0b01c23ed02a (MD5)||Made available in DSpace on 2021-04-06T16:55:52Z (GMT). No. of bitstreams: 1
Sospecha clinica de EPOC versus diagnóstico confirmatorio con espirometria.pdf: 339371 bytes, checksum: cf9834ed55522490fa6b0b01c23ed02a (MD5)
  Previous issue date: 2017",application/pdf,,https://dspace.um.edu.mx/handle/20.500.11972/1313,spa,Enfermedad Pulmonar Obstructiva Crónica,Espirometría – Diagnóstico,Confirmación diagnóstica con espirometría en pacientes con sospecha clínica de EPOC,info:eu-repo/semantics/bachelorThesis,
12dc430b-4864-4461-aaa6-e7aa683fa86d,20.500.11972/1301,"González Mejía, Verenice||Cabral Amador, Francisco",,"Uriegas de la Garza, Elsa Mirella",,2021-04-06T15:44:41Z,,2021-04-06T15:44:41Z,,2017,,,Trabajo de investigación - Médico Cirujano,"Submitted by Adriana Leuro (aleuro74@uan.edu.co) on 2021-04-06T15:44:41Z
No. of bitstreams: 1
“Percepción de los padres sobre el peso del escolar, asociado al índice de masa corporal real”. Realizado en la Unidad de Medicina Familiar #3 en Monterrey, NL. en noviembre 2017..pdf: 362344 bytes, checksum: c355d848d8ddc8fd27347ee28edfcb56 (MD5)||Made available in DSpace on 2021-04-06T15:44:41Z (GMT). No. of bitstreams: 1
“Percepción de los padres sobre el peso del escolar, asociado al índice de masa corporal real”. Realizado en la Unidad de Medicina Familiar #3 en Monterrey, NL. en noviembre 2017..pdf: 362344 bytes, checksum: c355d848d8ddc8fd27347ee28edfcb56 (MD5)
  Previous issue date: 2017",application/pdf,,https://dspace.um.edu.mx/handle/20.500.11972/1303,spa,Índice de Masa Corporal||Obesidad en niños,Peso corporal,"Percepción de los padres sobre el peso del escolar, asociado al índice de masa corporal real",info:eu-repo/semantics/bachelorThesis,
